name,image,rating,ratings_count,genres,platforms,tags,features
Middle-earth: Shadow of Mordor,https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg,3.91,2535,Action|RPG,Linux|Xbox One|Xbox 360|PlayStation 3|PlayStation 4|macOS|PC,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Story Rich|Open World|Third Person|Fantasy|Gore|Sandbox|Stealth|Action RPG|Hack and Slash|Dark Fantasy|Magic|Parkour|Assassin|Lore-Rich|Based On A Novel|steam|category|microtranzations,action rpg linux xbox_one xbox_360 playstation_3 playstation_4 macos pc singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards rpg story_rich open_world third_person fantasy gore sandbox stealth action_rpg hack_and_slash dark_fantasy magic parkour assassin lore-rich based_on_a_novel steam category microtranzations
Half-Life 2: Lost Coast,https://media.rawg.io/media/games/b7b/b7b8381707152afc7d91f5d95de70e39.jpg,3.45,1169,Action,macOS|Linux|PC,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|First-Person|Sci-fi|FPS|Classic|Free to Play|Short|Futuristic|Aliens|Dystopian|Commentary available|Illuminati|Silent Protagonist|Benchmark,action macos linux pc singleplayer multiplayer atmospheric great_soundtrack first-person sci-fi fps classic free_to_play short futuristic aliens dystopian commentary_available illuminati silent_protagonist benchmark
The Walking Dead: Season 1,https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg,4.36,2472,Action|Adventure,Android|PS Vita|macOS|PC|iOS|PlayStation 4|PlayStation 3|Xbox 360|Nintendo Switch|Xbox One,Singleplayer|Full controller support|Atmospheric|Story Rich|Third Person|Horror|Gore|Survival|Zombies|Point & Click|Post-apocalyptic|Choices Matter|Mature|Visual Novel|Drama|Episodic|Comic Book|Choose Your Own Adventure|Quick-Time Events,action adventure android ps_vita macos pc ios playstation_4 playstation_3 xbox_360 nintendo_switch xbox_one singleplayer full_controller_support atmospheric story_rich third_person horror gore survival zombies point_&_click post-apocalyptic choices_matter mature visual_novel drama episodic comic_book choose_your_own_adventure quick-time_events
Little Nightmares,https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg,4.03,1621,Action|Adventure|Platformer,iOS|PlayStation 4|PC|Xbox One|Nintendo Switch,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Horror|Female Protagonist|Stealth|Dark|Survival Horror|controller support|Short|achievements|Puzzle-Platformer|2.5D,action adventure platformer ios playstation_4 pc xbox_one nintendo_switch singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack story_rich third_person horror female_protagonist stealth dark survival_horror controller_support short achievements puzzle-platformer 2.5d
BioShock 2,https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg,4.07,1949,Action|Shooter,PlayStation 4|Xbox One|Nintendo Switch|PC|macOS|Xbox 360|PlayStation 3,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|First-Person|Sci-fi|Horror|FPS|Action RPG|Dark|Dystopian|Linear|Steampunk|Underwater|Philisophical,action shooter playstation_4 xbox_one nintendo_switch pc macos xbox_360 playstation_3 singleplayer steam_achievements multiplayer full_controller_support atmospheric great_soundtrack rpg story_rich first-person sci-fi horror fps action_rpg dark dystopian linear steampunk underwater philisophical
Half-Life,https://media.rawg.io/media/games/6c5/6c55e22185876626881b76c11922b073.jpg,4.37,2409,Action|Shooter,Linux|macOS|PC|Dreamcast|PlayStation 2,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|First-Person|Sci-fi|FPS|Funny|Difficult|Classic|Retro|Moddable|Aliens|Valve Anti-Cheat enabled|Linear|1990's|Silent Protagonist|vr mod,action shooter linux macos pc dreamcast playstation_2 singleplayer multiplayer atmospheric great_soundtrack story_rich first-person sci-fi fps funny difficult classic retro moddable aliens valve_anti-cheat_enabled linear 1990's silent_protagonist vr_mod
Half-Life 2: Episode One,https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg,4.38,2040,Action|Shooter,Android|Linux|macOS|PC|Xbox 360,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|First-Person|Sci-fi|Partial Controller Support|FPS|Classic|stats|Zombies|Moddable|Captions available|Short|Cinematic|Aliens|Dystopian|Commentary available|Episodic|Includes Source SDK|Silent Protagonist,action shooter android linux macos pc xbox_360 singleplayer steam_achievements steam_cloud atmospheric great_soundtrack story_rich first-person sci-fi partial_controller_support fps classic stats zombies moddable captions_available short cinematic aliens dystopian commentary_available episodic includes_source_sdk silent_protagonist
Half-Life 2: Episode Two,https://media.rawg.io/media/games/198/1988a337305e008b41d7f536ce9b73f6.jpg,4.46,1996,Action|Shooter|Puzzle,Android|macOS|PC|Linux|Xbox 360,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|First-Person|Sci-fi|Partial Controller Support|Horror|FPS|Classic|stats|Zombies|Post-apocalyptic|Captions available|Aliens|Dystopian|Commentary available|Episodic|Includes Source SDK|Silent Protagonist,action shooter puzzle android macos pc linux xbox_360 singleplayer steam_achievements multiplayer steam_cloud atmospheric great_soundtrack story_rich first-person sci-fi partial_controller_support horror fps classic stats zombies post-apocalyptic captions_available aliens dystopian commentary_available episodic includes_source_sdk silent_protagonist
Half-Life 2: Deathmatch,https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg,3.28,908,Action,Linux|macOS|PC,Multiplayer|Atmospheric|Co-op|cooperative|First-Person|Sci-fi|FPS|Funny|Free to Play|Physics|Competitive|Valve Anti-Cheat enabled|Includes Source SDK,action linux macos pc multiplayer atmospheric co-op cooperative first-person sci-fi fps funny free_to_play physics competitive valve_anti-cheat_enabled includes_source_sdk
Dark Souls III,https://media.rawg.io/media/games/da1/da1b267764d77221f07a4386b6548e5a.jpg,4.4,2750,Action|RPG,Xbox One|PlayStation 4|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Story Rich|Open World|cooperative|Third Person|Horror|Exploration|Difficult|Action RPG|PvP|Character Customization|Replay Value|Dark Fantasy|Lore-Rich,action rpg xbox_one playstation_4 pc singleplayer steam_achievements multiplayer full_controller_support atmospheric steam-trading-cards great_soundtrack rpg co-op story_rich open_world cooperative third_person horror exploration difficult action_rpg pvp character_customization replay_value dark_fantasy lore-rich
Stardew Valley,https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg,4.4,2425,RPG|Simulation|Indie,Nintendo Switch|Xbox One|PC|iOS|macOS|Linux|PlayStation 4|PS Vita|Android,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Open World|2D|Partial Controller Support|Sandbox|Pixel Graphics|Retro|role-playing|Cute|Crafting|Building|overlay|Relaxing|Dating Sim|Shared/Split Screen Co-op|cloud saves|Fishing|Agriculture|co-op multiplayer,rpg simulation indie nintendo_switch xbox_one pc ios macos linux playstation_4 ps_vita android singleplayer steam_achievements multiplayer steam_cloud atmospheric steam-trading-cards great_soundtrack rpg co-op open_world 2d partial_controller_support sandbox pixel_graphics retro role-playing cute crafting building overlay relaxing dating_sim shared/split_screen_co-op cloud_saves fishing agriculture co-op_multiplayer
BioShock Remastered,https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg,4.24,1414,Shooter,PlayStation 4|Nintendo Switch|macOS|PC|Xbox One,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|RPG|Story Rich|First-Person|Sci-fi|Horror|FPS|Classic|Dark|Dystopian|Remake|Steampunk|Commentary available|Alternate History|Underwater,shooter playstation_4 nintendo_switch macos pc xbox_one singleplayer steam_achievements full_controller_support steam_cloud atmospheric great_soundtrack rpg story_rich first-person sci-fi horror fps classic dark dystopian remake steampunk commentary_available alternate_history underwater
Mirror's Edge,https://media.rawg.io/media/games/8e4/8e4de3f54ac659e08a7ba6a2b731682a.jpg,4.07,2364,Action,Xbox 360|PlayStation 3|PC,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|First-Person|Sci-fi|Partial Controller Support|Classic|Female Protagonist|Short|Colorful|Futuristic|Parkour|Dystopian|Stylized|Time Attack|european,action xbox_360 playstation_3 pc singleplayer full_controller_support atmospheric great_soundtrack first-person sci-fi partial_controller_support classic female_protagonist short colorful futuristic parkour dystopian stylized time_attack european
Hotline Miami,https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg,4.38,2626,Action|Shooter|Arcade|Indie,Linux|Nintendo Switch|Xbox One|PlayStation 4|PS Vita|PC,Singleplayer|Steam Achievements|Atmospheric|steam-trading-cards|Great Soundtrack|2D|Partial Controller Support|Gore|Difficult|Violent|Pixel Graphics|Retro|controller support|Fast-Paced|Top-Down|overlay|Surreal|Music|Top-Down Shooter|1980s|Psychedelic,action shooter arcade indie linux nintendo_switch xbox_one playstation_4 ps_vita pc singleplayer steam_achievements atmospheric steam-trading-cards great_soundtrack 2d partial_controller_support gore difficult violent pixel_graphics retro controller_support fast-paced top-down overlay surreal music top-down_shooter 1980s psychedelic
Hitman,https://media.rawg.io/media/games/16b/16b1b7b36e2042d1128d5a3e852b3b2f.jpg,3.93,2017,Action|Shooter|Simulation,PlayStation 4|Linux|macOS|PC|Xbox One,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|Story Rich|Open World|Third Person|Sandbox|Stealth|Tactical|Third-Person Shooter|Nudity|Crime|Assassin|Episodic|Illuminati|Heist,action shooter simulation playstation_4 linux macos pc xbox_one singleplayer full_controller_support atmospheric great_soundtrack story_rich open_world third_person sandbox stealth tactical third-person_shooter nudity crime assassin episodic illuminati heist
Outlast,https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg,3.75,1841,Action|Indie,Linux|macOS|Nintendo Switch|PC|Xbox One|PlayStation 4,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|First-Person|Sci-fi|Horror|FPS|Gore|Difficult|Survival|Stealth|Dark|Nudity|Survival Horror|controller support|Captions available|Walking Simulator|Parkour|3D Vision,action indie linux macos nintendo_switch pc xbox_one playstation_4 singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards first-person sci-fi horror fps gore difficult survival stealth dark nudity survival_horror controller_support captions_available walking_simulator parkour 3d_vision
Deus Ex: Mankind Divided,https://media.rawg.io/media/games/00d/00d374f12a3ab5f96c500a2cfa901e15.jpg,3.96,2002,Action|RPG,Linux|PC|Xbox One|macOS|PlayStation 4,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Third Person|Sci-fi|FPS|Stealth|Futuristic|Cyberpunk|Dystopian|Illuminati|Conspiracy|Transhumanism,action rpg linux pc xbox_one macos playstation_4 singleplayer full_controller_support atmospheric great_soundtrack rpg story_rich open_world first-person third_person sci-fi fps stealth futuristic cyberpunk dystopian illuminati conspiracy transhumanism
Far Cry 3,https://media.rawg.io/media/games/15c/15c95a4915f88a3e89c821526afe05fc.jpg,4.25,2954,Action|Shooter,Xbox One|Xbox 360|PlayStation 3|PC|PlayStation 4,Singleplayer|Multiplayer|Atmospheric|RPG|Co-op|Story Rich|Open World|cooperative|First-Person|Partial Controller Support|FPS|Online Co-Op|Sandbox|Survival|Stealth|Nudity|Colorful|Crafting|Hunting,action shooter xbox_one xbox_360 playstation_3 pc playstation_4 singleplayer multiplayer atmospheric rpg co-op story_rich open_world cooperative first-person partial_controller_support fps online_co-op sandbox survival stealth nudity colorful crafting hunting
PlayerUnknown’s Battlegrounds,https://media.rawg.io/media/games/1bd/1bd2657b81eb0c99338120ad444b24ff.jpg,3.27,1987,Action|Shooter|Massively Multiplayer,PC|Xbox One|PlayStation 4,Multiplayer|Co-op|Open World|cooperative|First-Person|FPS|Online Co-Op|Survival|Violent|Online multiplayer|Tactical|Third-Person Shooter|PvP|Battle Royale,action shooter massively_multiplayer pc xbox_one playstation_4 multiplayer co-op open_world cooperative first-person fps online_co-op survival violent online_multiplayer tactical third-person_shooter pvp battle_royale
Path of Exile,https://media.rawg.io/media/games/d0f/d0f91fe1d92332147e5db74e207cfc7a.jpg,3.65,1636,Action|RPG|Massively Multiplayer|Indie,Xbox One|PlayStation 4|PC,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|RPG|Co-op|cooperative|Online Co-Op|Fantasy|Free to Play|Online multiplayer|Action RPG|Hack and Slash|In-App Purchases|Character Customization|Dark Fantasy|mmo|Dungeon Crawler|MMORPG|PvE|Loot|Inventory Management|Fishing,action rpg massively_multiplayer indie xbox_one playstation_4 pc singleplayer steam_achievements multiplayer steam-trading-cards rpg co-op cooperative online_co-op fantasy free_to_play online_multiplayer action_rpg hack_and_slash in-app_purchases character_customization dark_fantasy mmo dungeon_crawler mmorpg pve loot inventory_management fishing
Alan Wake,https://media.rawg.io/media/games/5c0/5c0dd63002cb23f804aab327d40ef119.jpg,4.1,2265,Action|Shooter|Adventure,Xbox 360|Xbox One|PC,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|Third Person|Horror|Survival|Third-Person Shooter|Dark|Survival Horror|controller support|Mystery|Cinematic|Episodic|Narration|Supernatural|Thriller|psycholoical-horror|enviroment,action shooter adventure xbox_360 xbox_one pc singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack story_rich open_world third_person horror survival third-person_shooter dark survival_horror controller_support mystery cinematic episodic narration supernatural thriller psycholoical-horror enviroment
Garry's Mod,https://media.rawg.io/media/games/48c/48cb04ca483be865e3a83119c94e6097.jpg,3.8,1595,Action|Adventure|Simulation|Casual|Indie,Linux|macOS|PC,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Co-op|First-Person|FPS|Online Co-Op|Funny|Sandbox|Comedy|Steam Workshop|Cross-Platform Multiplayer|Includes level editor|Moddable|Captions available|Physics|Building|Valve Anti-Cheat enabled|vr mod|Mod|Animation & Modeling,action adventure simulation casual indie linux macos pc singleplayer steam_achievements multiplayer steam_cloud steam-trading-cards co-op first-person fps online_co-op funny sandbox comedy steam_workshop cross-platform_multiplayer includes_level_editor moddable captions_available physics building valve_anti-cheat_enabled vr_mod mod animation_&_modeling
Amnesia: The Dark Descent,https://media.rawg.io/media/games/b54/b54598d1d5cc31899f4f0a7e3122a7b0.jpg,3.65,1225,Action|Adventure|Indie,Linux|macOS|PC,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|Story Rich|First-Person|Horror|Exploration|Classic|Survival|Stealth|Dark|Moddable|Survival Horror|Captions available|Commentary available|Gothic|Lovecraftian,action adventure indie linux macos pc singleplayer full_controller_support atmospheric great_soundtrack story_rich first-person horror exploration classic survival stealth dark moddable survival_horror captions_available commentary_available gothic lovecraftian
